N,P,K,temperature,humidity,ph,rainfall,label
19.2,62.11,27.86,16.4,30.85,4.05,291.49,kidneybeans
74.94,45.24,111.67,38.28,13.87,6.08,101.56,muskmelon
30.13,83.1,176.6,31.42,54.76,6.75,104.99,pigeonpeas
1.7,47.6,152.35,16.76,70.09,5.59,129.35,muskmelon
33.77,17.1,48.12,26.57,25.66,4.95,247.96,jute
136.62,5.2,84.86,33.87,39.43,7.53,22.92,mango
112.22,67.94,106.58,32.18,11.33,5.76,82.71,pomegranate
134.34,122.16,167.04,24.95,77.16,7.29,217.65,cotton
68.3,85.12,172.82,41.48,72.4,8.17,133.58,rice
15.36,144.89,186.94,28.17,15.06,8.07,112.48,chickpea
76.71,45.16,106.85,27.71,39.19,5.75,264.24,maize
63.61,44.26,143.85,12.18,86.42,6.91,276.85,orange
118.21,27.36,27.36,42.27,41.36,6.2,285.44,coffee
13.73,27.97,118.06,16.2,52.1,8.72,96.31,muskmelon
68.35,44.93,54.74,28.49,38.42,8.77,275.5,mango
21.01,116.0,91.34,38.12,57.69,5.56,226.35,mango
45.45,131.81,131.81,17.54,88.25,4.05,63.18,mothbeans
103.23,141.51,56.4,28.46,89.8,4.51,190.88,watermelon
66.64,37.52,15.44,18.42,71.98,5.7,27.37,watermelon
52.62,128.38,7.05,36.59,42.34,6.89,218.35,kidneybeans
55.23,50.96,9.43,29.75,49.55,7.44,225.4,apple
64.32,20.8,6.67,39.96,38.54,5.49,241.01,jute
109.9,126.8,27.07,41.31,88.85,7.5,68.31,jute
124.89,94.05,52.9,32.71,66.62,9.13,195.91,pomegranate
133.75,28.06,49.24,35.39,45.91,7.41,70.08,mango
110.17,65.18,202.36,29.22,10.97,4.45,285.06,lentil
44.16,45.22,66.2,23.46,51.64,6.98,209.0,watermelon
96.34,108.15,30.48,32.68,88.71,6.75,46.69,wheat
61.26,68.48,114.11,41.79,51.84,8.72,72.37,pomegranate
35.65,143.5,176.59,24.58,24.59,5.6,205.77,pomegranate
117.72,12.66,140.61,21.0,11.77,6.04,153.47,jute
5.38,54.7,64.22,23.6,38.38,7.09,226.16,rice
126.25,72.47,117.32,25.24,83.46,6.65,98.62,mungbean
64.61,75.44,147.97,12.57,89.72,7.81,204.22,apple
89.21,49.23,150.62,27.45,85.63,3.74,69.55,mungbean
92.31,107.09,138.31,27.3,68.35,6.88,172.24,mango
125.32,127.46,179.16,30.6,54.65,4.23,288.18,coffee
89.13,136.42,179.02,22.7,57.25,5.39,195.9,kidneybeans
85.95,117.71,120.79,31.46,53.12,7.47,34.0,pigeonpeas
9.33,124.08,90.97,40.74,66.56,4.44,296.85,coconut
72.58,82.08,133.31,43.44,43.51,5.35,63.92,grapes
21.02,120.62,168.64,30.43,63.54,7.72,221.06,apple
103.24,47.49,6.13,11.49,19.73,7.4,169.11,muskmelon
71.71,60.79,203.4,43.92,31.26,4.05,102.42,blackgram
95.23,49.37,41.58,34.71,76.88,6.96,69.65,papaya
5.83,70.43,99.05,21.76,82.3,4.38,69.76,wheat
11.87,44.98,179.41,15.15,53.12,5.01,260.35,chickpea
100.29,139.63,50.01,15.02,12.53,6.26,264.42,coconut
10.09,48.8,100.36,15.87,84.16,4.16,150.24,blackgram
9.98,18.73,31.52,11.6,66.17,9.46,49.01,chickpea
1.7,78.75,84.02,41.58,43.12,4.49,267.57,kidneybeans
133.91,12.99,40.43,28.93,57.87,8.19,156.36,pigeonpeas
103.25,20.48,77.73,34.5,44.38,8.48,142.85,coconut
49.46,35.71,79.69,38.98,47.23,9.47,134.06,rice
41.51,70.01,203.63,37.7,80.94,6.07,122.2,mango
48.96,65.66,203.96,40.89,22.89,8.74,167.28,orange
108.45,116.96,27.96,43.85,18.29,9.25,189.27,maize
92.59,108.53,150.19,25.37,10.22,4.54,150.6,coconut
25.93,64.68,15.35,43.26,35.12,6.38,271.06,kidneybeans
24.38,51.72,11.04,35.32,21.79,3.86,108.95,mango
13.78,49.31,26.07,12.47,27.6,7.22,181.93,lentil
92.44,113.36,198.1,33.86,10.9,6.99,103.99,maize
107.01,12.29,193.17,34.04,28.18,4.72,230.94,pomegranate
37.11,6.8,43.79,41.71,36.62,8.29,48.59,rice
2.93,116.38,37.33,23.05,12.53,3.72,72.84,watermelon
11.5,71.8,53.11,30.47,58.63,8.34,244.34,chickpea
135.5,23.32,108.11,10.43,55.5,3.66,71.3,watermelon
41.36,37.98,118.94,21.62,17.76,7.44,195.21,mothbeans
107.69,135.55,49.32,12.18,57.6,3.97,291.67,watermelon
87.45,125.33,156.32,28.27,89.89,5.01,166.41,chickpea
53.47,104.37,66.91,38.61,85.56,7.83,72.47,maize
28.8,72.51,189.43,17.23,10.21,5.18,109.79,coffee
16.99,77.85,136.34,28.46,73.63,6.57,250.57,grapes
86.1,141.53,92.27,17.14,38.29,8.99,118.47,pigeonpeas
108.45,140.21,162.98,14.22,15.09,3.8,222.58,rice
90.15,35.14,168.58,27.88,33.68,8.37,237.66,blackgram
74.24,118.55,63.1,12.77,35.74,3.89,160.33,banana
5.87,32.61,72.94,30.56,51.86,4.26,239.3,orange
135.59,34.9,192.19,11.1,62.89,4.22,108.73,maize
111.82,99.65,37.95,13.74,69.92,9.46,164.52,cotton
41.0,61.7,13.43,29.25,29.67,4.58,212.24,papaya
137.2,135.42,95.81,30.7,35.74,8.88,67.06,maize
84.26,17.46,165.24,11.01,34.67,9.45,96.61,grapes
81.54,76.61,159.33,30.07,39.02,5.8,202.57,chickpea
104.73,133.59,188.91,39.35,89.97,7.29,203.5,mango
113.65,131.58,111.64,35.28,72.24,8.17,158.12,mango
91.91,26.91,25.01,14.59,88.0,5.86,242.76,wheat
17.93,56.33,122.74,30.74,65.45,4.47,154.98,cotton
47.36,91.68,160.68,33.53,42.5,6.1,266.77,wheat
129.93,27.32,23.67,11.3,41.18,8.13,226.05,lentil
31.45,140.52,39.53,39.94,49.09,8.18,108.11,pomegranate
52.1,133.06,7.46,41.72,43.35,4.88,130.67,watermelon
60.49,28.37,123.73,39.77,76.27,4.55,206.95,maize
61.52,21.96,182.35,38.86,47.2,9.02,270.45,grapes
85.81,16.96,139.13,36.07,33.65,3.76,70.04,orange
132.03,132.32,201.41,32.17,71.99,7.91,164.11,papaya
33.7,32.11,17.61,33.75,78.35,3.78,53.26,papaya
17.01,63.28,185.6,38.22,43.63,8.53,98.25,rice
27.65,67.84,167.81,33.19,63.42,8.93,212.07,papaya
124.17,88.86,67.85,21.47,14.7,5.28,41.77,maize
90.41,15.04,199.71,23.16,52.36,3.94,205.46,coconut
40.03,36.75,62.59,41.4,13.6,6.38,272.23,mungbean
114.23,135.41,182.86,10.6,12.34,5.29,291.42,apple
120.59,132.18,181.15,34.46,59.03,6.0,80.66,rice
118.51,114.38,156.53,43.42,34.27,7.49,229.69,pigeonpeas
128.65,7.72,117.69,34.72,69.4,4.76,279.38,apple
35.31,50.78,29.0,44.79,81.69,5.64,45.58,cotton
105.71,92.91,111.39,34.06,21.15,8.2,135.93,rice
64.48,43.53,76.36,11.2,67.96,7.36,277.43,mango
117.88,132.34,163.44,38.95,51.16,5.46,76.78,banana
101.99,93.74,156.63,19.96,18.97,7.49,281.45,kidneybeans
108.7,15.07,187.12,25.61,62.13,8.09,167.61,jute
91.86,132.26,7.97,20.92,58.76,7.05,47.97,coconut
24.84,139.09,166.82,19.4,51.25,4.94,145.97,mango
76.3,15.88,192.69,25.1,84.12,3.5,111.35,mungbean
137.85,79.53,162.86,23.26,51.69,8.32,99.02,banana
131.23,47.47,31.04,32.17,89.24,8.44,171.61,blackgram
6.04,60.0,21.26,38.46,50.74,7.69,155.41,apple
23.07,30.15,9.17,20.4,19.27,3.96,154.95,grapes
18.44,85.93,130.75,17.48,47.64,7.01,44.68,mothbeans
101.64,139.12,130.93,33.34,24.59,8.43,244.65,chickpea
114.49,75.43,202.38,33.46,57.77,5.84,154.8,mothbeans
29.89,16.61,84.61,41.54,65.45,4.69,249.85,apple
70.82,91.8,71.38,10.56,47.47,7.03,250.89,apple
117.7,52.63,129.88,39.86,17.82,8.46,108.8,rice
102.59,124.83,170.12,28.24,47.49,3.79,21.22,wheat
75.91,65.85,192.35,31.75,16.52,7.08,275.15,orange
82.65,32.0,165.62,13.2,64.57,7.36,232.99,blackgram
71.17,31.75,90.33,25.14,73.23,7.11,50.03,kidneybeans
41.66,112.63,131.98,17.96,86.99,7.4,216.48,rice
79.1,42.18,176.26,18.9,21.9,7.29,25.61,mothbeans
96.44,112.41,103.12,27.64,52.59,4.28,27.77,wheat
122.27,33.82,48.34,38.44,55.4,4.91,167.23,maize
89.08,50.04,38.94,36.03,83.8,7.21,46.89,chickpea
106.56,70.17,5.03,30.68,60.18,3.61,290.01,maize
22.41,137.05,148.65,28.88,21.64,7.31,270.27,papaya
64.62,135.44,27.22,24.96,44.91,7.49,201.95,banana
1.31,33.96,53.77,44.04,62.38,4.94,37.84,watermelon
34.54,55.15,64.58,29.61,66.02,7.09,110.95,chickpea
101.7,25.92,117.08,18.89,79.05,6.7,124.08,rice
138.85,76.4,84.59,18.05,24.44,5.06,154.65,muskmelon
13.88,69.48,139.93,31.4,86.12,6.28,67.29,pigeonpeas
56.21,131.11,16.13,28.3,14.73,8.96,181.7,apple
112.01,135.2,29.79,10.27,88.7,6.06,142.02,kidneybeans
28.56,58.7,104.84,39.05,78.62,7.28,285.24,coffee
77.71,73.84,72.39,34.64,62.82,3.71,282.13,mango
102.63,130.47,64.16,33.16,68.8,3.97,178.33,banana
86.24,117.94,18.41,12.41,15.82,3.99,200.42,rice
26.32,5.51,184.14,22.67,13.32,8.17,58.58,banana
49.75,49.81,143.36,42.74,18.14,5.6,82.53,jute
109.73,64.05,29.32,40.19,16.99,4.87,272.2,wheat
77.59,37.16,18.01,19.99,53.79,7.98,215.77,orange
0.73,32.94,199.97,15.5,27.24,4.52,73.04,blackgram
106.54,10.29,141.23,25.72,78.82,4.98,179.66,muskmelon
4.94,95.07,88.49,22.45,45.66,6.09,281.73,coconut
104.4,41.75,145.35,33.88,65.64,5.49,116.65,watermelon
28.35,12.33,156.27,43.83,62.23,7.01,72.03,jute
134.13,37.34,160.99,22.71,35.59,5.53,283.77,lentil
51.51,117.27,100.58,12.18,29.45,5.86,149.15,wheat
45.77,124.21,90.98,41.42,37.4,8.68,136.83,chickpea
20.84,72.63,7.21,11.33,73.73,8.81,94.92,orange
42.78,63.25,190.31,43.35,56.9,8.47,269.64,papaya
122.73,141.9,125.66,33.26,30.28,8.69,256.77,orange
139.49,33.08,45.63,42.96,75.43,6.92,132.84,grapes
51.56,35.15,188.92,16.99,14.38,7.38,28.57,mungbean
62.81,45.86,187.99,11.42,65.93,6.84,145.06,kidneybeans
101.09,29.19,202.84,27.09,45.13,8.21,70.64,kidneybeans
124.07,58.11,179.81,25.77,68.5,6.81,59.97,mungbean
83.03,132.52,204.56,21.6,84.2,4.17,130.07,pomegranate
54.81,91.15,53.94,43.52,70.0,8.36,47.74,coffee
57.77,62.67,173.45,38.79,45.36,8.06,288.09,cotton
97.39,135.82,169.61,33.16,22.08,8.42,33.31,mothbeans
0.45,11.78,51.19,15.7,74.51,4.64,132.38,mango
86.74,34.44,24.69,35.7,46.86,5.13,65.56,apple
49.77,84.22,200.88,35.45,16.02,5.27,212.87,papaya
111.19,91.18,64.2,24.88,67.52,6.55,42.07,maize
13.02,10.54,179.18,42.37,33.35,4.3,173.11,wheat
82.35,61.43,5.83,15.84,13.91,5.81,236.47,pigeonpeas
67.34,95.88,9.2,19.36,82.22,4.59,286.02,papaya
89.93,102.73,98.17,12.21,48.65,5.09,215.59,watermelon
9.08,94.34,52.74,37.84,32.48,7.74,47.86,chickpea
81.2,49.88,142.97,31.76,67.31,8.63,44.79,papaya
78.61,18.09,118.11,21.02,80.87,3.64,224.85,mothbeans
78.49,64.8,20.5,15.73,10.02,6.9,80.29,coconut
84.49,23.03,37.53,11.41,65.03,3.72,145.23,cotton
94.71,137.67,82.61,15.84,71.36,4.01,293.45,grapes
112.7,71.52,42.12,25.86,26.79,7.73,249.57,mothbeans
37.77,49.42,163.44,18.65,49.17,7.91,257.05,coconut
115.51,112.28,88.21,19.06,17.14,8.38,261.02,grapes
69.76,74.71,23.69,40.65,69.74,6.35,193.47,jute
10.79,48.4,101.87,28.03,77.8,8.66,228.3,jute
8.2,118.68,23.17,35.52,18.65,4.5,120.51,kidneybeans
46.79,126.4,30.79,11.25,75.32,5.0,299.56,watermelon
109.89,99.22,52.92,22.78,71.73,4.31,98.29,banana
99.08,11.58,176.91,26.77,37.75,8.29,185.2,apple
110.41,84.29,189.92,16.52,65.22,4.87,98.98,cotton
72.42,111.86,170.25,14.21,10.0,4.43,51.38,kidneybeans
61.63,24.11,71.82,40.46,84.54,7.24,178.92,papaya
20.64,37.01,59.49,42.88,54.03,3.96,118.94,lentil
45.95,128.55,114.83,12.76,59.63,3.77,183.3,banana
60.76,7.82,149.37,22.22,63.17,4.14,176.43,wheat
12.4,110.38,203.67,43.54,54.91,3.5,171.83,apple
30.89,71.33,31.31,12.91,78.54,7.68,54.52,kidneybeans
83.75,67.55,14.86,32.53,58.78,6.87,143.25,watermelon
102.99,5.99,143.87,44.03,82.62,4.76,247.36,coconut
139.77,119.72,171.45,44.24,56.59,4.9,108.24,coffee
130.64,55.38,174.27,26.49,23.69,8.37,144.27,mango
89.96,80.71,140.69,15.7,83.09,6.51,158.27,coconut
58.97,99.82,195.8,17.07,64.53,7.69,261.56,pomegranate
89.06,103.37,107.2,41.14,65.94,6.22,203.57,orange
109.99,138.84,187.76,41.91,88.84,4.93,48.06,blackgram
16.57,79.39,198.56,31.28,16.02,9.32,262.25,muskmelon
57.39,60.96,174.43,36.82,44.29,6.89,252.98,watermelon
117.57,138.52,66.95,35.9,29.13,4.29,231.02,chickpea
53.74,94.9,44.24,33.16,60.43,5.94,150.5,banana
80.06,46.74,114.62,38.95,74.54,5.48,232.11,mango
82.29,22.7,95.6,33.99,87.3,4.78,154.05,blackgram
25.83,122.96,180.55,28.69,46.37,9.1,226.25,watermelon
50.71,55.71,25.01,18.29,72.9,8.79,266.43,orange
46.83,97.47,56.55,36.04,83.36,4.69,269.35,coconut
3.67,70.91,155.36,26.57,64.67,5.61,147.28,jute
3.39,32.85,24.0,20.32,29.42,8.07,260.62,mothbeans
116.44,89.24,69.15,38.07,58.63,4.75,48.41,cotton
38.23,13.5,82.43,34.38,87.6,7.05,48.51,banana
72.53,62.87,129.52,42.81,89.0,7.7,173.51,lentil
41.82,81.53,36.63,15.79,61.39,7.42,202.52,mothbeans
131.7,66.05,177.12,32.72,80.96,7.74,62.84,grapes
36.3,109.81,94.51,18.55,26.03,7.74,152.21,watermelon
60.15,120.91,188.4,41.63,29.69,9.29,46.42,chickpea
122.18,112.97,98.57,13.48,86.23,5.58,188.59,mungbean
117.87,10.43,60.01,32.97,20.82,8.77,259.43,papaya
26.05,32.18,33.37,37.69,25.29,3.63,226.54,papaya
112.37,80.13,5.75,22.42,43.64,5.23,125.92,kidneybeans
64.15,135.88,111.43,43.39,57.17,3.79,298.26,jute
67.62,121.89,26.43,39.78,58.31,7.41,205.62,maize
18.69,122.95,83.35,20.31,33.36,4.1,248.27,lentil
11.28,47.45,122.85,10.26,83.65,8.57,207.52,watermelon
101.91,65.12,60.14,20.38,83.21,7.38,297.04,wheat
69.5,70.9,40.04,19.85,41.37,3.67,249.98,cotton
61.16,27.03,159.94,41.15,44.74,7.79,165.44,lentil
102.13,9.35,194.36,43.85,66.2,8.67,122.73,jute
107.17,137.57,25.09,12.47,63.04,7.47,211.0,muskmelon
22.25,38.7,36.12,26.5,40.58,3.68,185.26,maize
85.43,38.59,197.0,29.19,43.14,8.65,196.22,mothbeans
18.95,16.67,12.56,13.25,37.84,7.89,116.04,papaya
105.19,134.99,200.53,23.21,28.83,5.77,140.04,watermelon
91.97,86.16,5.93,21.1,46.65,5.47,176.27,banana
133.93,98.39,179.73,28.76,64.91,6.38,255.0,wheat
9.65,132.62,66.47,33.14,69.36,8.7,233.61,mango
7.99,53.39,192.72,34.62,72.31,5.01,53.22,coconut
39.51,92.01,68.39,14.79,39.98,4.11,88.76,papaya
36.64,10.43,135.86,38.45,71.17,8.69,27.46,mothbeans
34.58,31.15,21.01,33.75,10.52,3.66,22.23,maize
126.88,121.37,53.47,41.12,48.16,8.97,82.83,pigeonpeas
34.94,112.35,159.74,25.73,73.51,5.33,243.81,rice
38.07,54.09,110.74,41.29,60.4,6.55,273.33,cotton
106.32,57.75,190.59,40.3,47.93,4.29,129.7,wheat
62.96,79.7,90.75,25.34,61.57,8.91,177.7,rice
108.74,5.03,178.96,23.34,82.56,8.0,217.69,coffee
9.15,38.77,94.79,42.65,55.31,9.04,286.82,chickpea
68.26,34.15,200.85,35.03,73.98,7.6,275.62,kidneybeans
4.71,40.07,196.97,42.49,88.46,4.61,36.01,wheat
8.77,117.83,70.83,37.89,66.45,5.35,89.49,muskmelon
126.9,44.15,182.18,31.33,55.87,6.42,33.76,mungbean
19.49,31.81,174.52,14.05,13.0,7.14,192.63,watermelon
74.54,75.6,47.14,20.2,39.96,9.06,218.94,pomegranate
57.55,126.19,129.86,43.91,55.24,5.8,106.32,lentil
48.63,38.79,19.54,21.18,73.78,7.72,259.08,maize
125.98,16.0,172.34,13.26,45.05,9.27,146.79,coffee
3.06,54.9,39.91,34.76,86.8,4.41,299.55,pomegranate
92.93,109.67,19.16,35.69,31.74,8.68,20.11,apple
134.88,82.1,85.04,19.99,69.57,6.02,50.66,lentil
78.42,119.35,120.38,20.42,43.52,7.89,104.5,apple
131.16,139.34,175.98,26.41,48.88,5.26,27.14,grapes
7.32,115.97,199.85,10.76,74.2,5.5,239.06,coffee
58.63,89.53,92.9,37.63,33.7,3.66,34.78,rice
36.42,74.07,17.09,21.1,17.74,9.33,229.71,blackgram
102.31,10.61,154.82,39.88,51.62,8.38,34.72,watermelon
137.38,142.81,118.03,38.09,52.3,4.06,90.76,chickpea
35.91,58.69,94.58,33.15,73.77,9.5,255.56,coconut
91.58,26.31,66.85,21.37,87.47,7.13,286.31,cotton
27.73,98.34,105.48,28.07,14.42,8.62,136.07,maize
79.15,44.8,72.74,25.57,57.34,3.9,291.58,coconut
64.95,87.01,156.4,21.86,64.5,5.84,195.53,cotton
136.08,87.15,113.78,39.68,88.86,7.52,136.43,mothbeans
85.19,67.4,180.37,26.92,85.41,4.14,244.78,cotton
48.93,122.06,113.71,39.15,67.0,6.43,102.69,jute
15.97,42.1,52.65,13.68,51.74,6.16,94.42,maize
21.17,67.81,175.22,14.94,22.92,4.8,203.83,jute
31.54,80.28,116.44,44.21,40.73,5.3,129.34,jute
35.14,97.91,46.37,30.57,56.81,9.3,58.06,watermelon
119.09,114.76,129.7,27.84,68.02,5.23,38.75,lentil
78.57,60.27,76.54,28.31,60.83,4.78,240.6,muskmelon
73.27,95.45,173.88,17.53,67.13,6.72,209.26,apple
16.07,26.09,95.66,35.15,44.33,7.53,135.3,coffee
120.42,135.57,150.29,12.97,68.21,7.85,270.94,papaya
101.19,58.63,24.11,30.07,21.5,8.03,135.04,rice
9.47,107.13,84.2,29.98,23.01,3.72,218.88,rice
99.1,7.85,201.65,42.0,23.03,5.86,274.55,cotton
76.1,33.73,166.69,28.42,81.27,8.14,255.4,grapes
11.44,73.19,36.99,14.8,16.08,8.93,163.11,wheat
64.16,127.96,60.55,30.05,74.12,7.11,210.58,wheat
67.86,78.82,70.96,13.2,28.69,3.81,135.83,coconut
23.21,135.18,135.07,17.13,47.47,5.88,201.22,lentil
132.4,72.73,156.4,11.09,83.28,3.95,92.11,watermelon
119.0,73.66,154.91,27.97,56.87,7.99,141.73,watermelon
93.66,21.76,106.97,12.96,26.81,3.88,78.67,mothbeans
64.72,117.37,167.16,26.43,32.73,4.61,30.69,mungbean
57.65,39.58,92.42,42.65,83.64,6.0,184.79,pomegranate
91.14,130.95,29.78,35.19,44.17,6.28,262.04,muskmelon
76.36,132.52,117.89,12.71,56.96,5.94,27.16,coffee
8.72,137.06,195.46,17.85,46.79,6.28,74.89,mothbeans
71.75,77.83,163.6,33.58,40.28,7.78,148.85,coconut
112.9,99.79,120.74,41.31,27.86,5.72,206.45,blackgram
64.29,113.99,134.36,11.15,64.9,6.79,67.94,papaya
7.27,23.34,191.11,38.44,67.46,5.32,35.87,rice
110.08,89.13,90.67,29.66,31.99,5.62,165.33,orange
28.19,9.8,71.28,29.11,73.12,7.18,249.24,mungbean
36.21,74.66,200.45,43.52,78.36,6.44,29.87,mungbean
23.06,26.68,177.69,36.17,83.65,7.84,117.82,jute
46.23,30.61,69.61,39.75,22.9,6.86,205.78,mungbean
105.95,56.11,97.76,22.39,34.31,8.32,56.61,grapes
72.71,65.54,88.02,29.4,78.83,6.16,86.07,wheat
28.68,92.24,34.82,31.54,25.88,6.45,169.94,maize
122.9,15.42,196.56,21.26,10.28,7.52,286.9,mothbeans
123.14,75.52,85.86,29.96,79.67,4.83,100.46,maize
121.88,30.57,180.07,18.28,36.12,5.82,156.51,watermelon
33.43,85.36,42.87,15.02,43.16,7.25,131.98,pomegranate
63.17,94.24,114.57,23.09,45.71,3.67,271.27,wheat
137.9,82.94,9.79,35.88,77.86,6.12,40.13,jute
108.08,108.36,157.84,42.07,37.03,7.09,178.52,orange
3.8,51.99,121.18,26.02,81.38,9.3,256.91,grapes
9.13,112.11,130.12,32.5,59.36,8.76,296.67,orange
64.95,65.59,15.34,13.61,52.18,5.18,215.64,wheat
127.29,72.79,47.21,41.66,36.05,6.54,126.38,chickpea
75.42,95.73,19.87,29.9,29.5,3.84,135.31,grapes
69.69,7.57,62.78,37.31,59.92,4.94,118.47,mothbeans
14.77,96.56,130.49,37.81,45.75,8.15,189.01,watermelon
91.95,91.6,118.24,18.98,82.84,4.24,227.03,pigeonpeas
115.09,48.38,127.43,28.52,49.33,5.05,249.45,kidneybeans
53.26,17.01,114.85,43.62,50.94,9.16,136.65,coconut
108.59,17.73,59.61,13.14,43.34,8.44,220.68,orange
135.03,134.25,53.9,33.91,73.14,8.19,276.54,pomegranate
28.53,101.5,32.41,43.68,43.99,8.69,277.83,mungbean
73.27,22.79,174.81,20.52,31.55,8.0,217.13,banana
40.2,54.94,128.3,40.15,78.96,4.22,198.33,orange
111.0,87.95,42.3,42.68,57.75,6.6,168.83,watermelon
80.86,121.98,40.44,36.15,57.32,6.17,71.3,mungbean
88.84,11.11,179.61,18.1,58.87,5.37,54.62,chickpea
111.71,38.13,153.55,21.69,67.51,8.5,156.0,cotton
55.44,129.56,136.88,11.25,35.05,6.28,64.64,watermelon
128.11,6.28,86.37,39.1,12.71,3.86,181.56,pomegranate
74.62,33.2,57.4,39.74,74.85,5.15,200.8,rice
22.11,139.26,200.89,32.14,20.31,4.87,167.17,wheat
97.43,90.88,164.45,22.34,67.75,8.82,30.2,mungbean
111.06,41.63,65.36,12.69,16.59,7.38,36.16,muskmelon
44.35,14.38,174.51,36.36,40.02,6.86,51.74,rice
120.01,8.95,156.79,35.43,15.04,6.54,63.02,maize
126.86,39.26,64.42,41.94,51.78,7.4,297.17,orange
38.77,128.41,90.31,35.57,62.25,8.03,116.46,muskmelon
137.69,63.23,42.19,39.0,23.71,6.83,101.75,cotton
19.7,105.85,27.21,36.11,39.73,9.13,34.63,coconut
28.28,133.56,149.55,32.07,84.42,9.36,197.89,coconut
25.79,62.13,58.5,24.94,45.39,9.47,202.61,mango
125.16,31.78,169.01,41.57,74.2,7.52,69.13,coconut
91.6,77.4,204.12,32.78,84.17,9.1,277.39,chickpea
21.29,132.13,20.32,23.94,87.95,5.93,244.14,chickpea
61.65,117.61,99.61,12.92,81.87,8.66,84.49,jute
86.14,14.22,165.41,20.17,35.39,8.96,156.04,wheat
11.68,101.96,162.79,29.03,87.01,8.92,148.35,mango
123.54,85.07,157.0,19.65,74.99,8.49,117.59,mango
112.5,132.04,74.8,17.74,76.97,5.94,248.94,coconut
70.73,22.15,95.77,28.46,11.21,4.45,50.59,mothbeans
135.4,79.77,123.99,15.94,86.34,5.5,136.29,mothbeans
58.49,128.12,199.79,38.01,72.25,8.1,139.85,apple
137.78,62.4,70.51,26.95,71.44,4.9,151.24,lentil
93.51,72.48,189.63,30.09,16.52,6.37,261.18,banana
88.85,14.86,58.87,15.16,28.61,6.89,81.09,coffee
23.23,43.94,202.81,21.36,86.98,7.12,48.82,jute
123.47,50.43,139.05,24.35,50.05,9.11,192.99,muskmelon
59.85,137.32,97.7,38.29,41.83,7.47,68.67,wheat
22.71,44.57,127.68,36.96,77.2,8.22,40.98,jute
1.77,69.52,59.51,17.8,16.99,6.99,139.46,cotton
78.37,98.98,59.83,31.57,43.36,8.5,81.5,blackgram
73.84,27.71,27.71,18.52,40.06,5.08,121.14,banana
100.71,73.1,27.81,44.59,37.99,4.76,92.72,apple
124.64,108.4,74.53,43.32,34.62,9.06,45.94,muskmelon
11.12,126.36,157.57,29.71,26.81,7.66,176.9,kidneybeans
102.41,92.68,126.59,34.46,23.83,7.53,27.57,papaya
26.24,98.67,25.52,38.05,61.23,6.3,290.59,apple
120.14,22.68,175.45,35.23,83.55,5.76,115.57,jute
114.67,137.41,125.27,34.49,50.71,6.83,214.64,maize
75.71,23.56,197.17,43.55,33.84,4.22,246.9,apple
99.43,113.45,139.04,30.88,22.73,6.23,98.15,watermelon
44.01,42.07,40.03,32.27,76.41,6.23,229.65,papaya
65.96,135.7,99.76,39.72,87.72,6.73,253.08,watermelon
115.03,105.79,134.7,33.45,37.93,7.31,87.57,orange
64.3,110.53,10.65,35.65,33.28,9.24,297.9,banana
50.09,35.67,7.98,18.2,58.12,7.41,25.79,banana
69.19,67.03,30.88,22.99,72.03,8.8,80.76,maize
115.95,91.49,55.33,15.16,46.43,6.84,238.41,pomegranate
46.93,112.8,90.91,27.7,60.41,7.26,74.36,coffee
24.33,19.55,102.49,25.95,67.32,3.92,215.51,lentil
99.68,139.73,32.61,44.9,86.85,4.3,259.55,jute
115.64,129.63,139.68,31.39,23.2,6.98,288.58,watermelon
14.09,42.85,124.23,37.53,89.79,5.87,152.79,coffee
33.58,120.19,63.89,21.69,41.37,8.29,291.91,pomegranate
19.88,77.57,7.73,39.1,67.86,6.76,135.25,coffee
48.71,69.65,20.53,31.53,55.79,8.79,81.08,rice
63.05,49.02,83.34,34.39,48.93,9.33,163.9,coconut
104.84,86.34,35.79,20.31,65.85,4.39,201.95,chickpea
91.16,107.18,80.36,29.2,41.66,5.87,148.23,cotton
86.93,62.53,130.64,32.19,20.09,7.49,178.75,cotton
49.33,93.09,114.45,30.62,49.11,5.33,136.59,mungbean
117.8,102.9,51.24,42.03,51.75,5.1,166.93,coconut
65.98,104.56,73.76,41.44,26.15,8.38,286.73,mango
137.07,12.28,127.81,43.98,84.85,9.38,159.95,apple
88.78,125.36,177.17,33.36,28.2,8.14,90.89,watermelon
17.68,69.16,155.64,44.02,42.74,6.64,232.45,cotton
94.66,41.74,115.68,39.14,22.39,6.16,114.52,rice
45.51,38.85,77.46,19.48,52.86,6.74,248.54,maize
96.09,72.62,78.01,24.96,34.61,6.28,35.92,cotton
9.75,129.16,180.88,18.34,49.14,6.52,113.01,coffee
24.48,57.97,12.85,10.15,27.97,4.72,46.42,apple
119.8,109.96,202.6,16.58,14.3,8.92,43.89,jute
31.81,18.55,137.88,10.14,72.34,8.03,204.35,jute
117.19,71.65,141.23,35.19,61.29,7.59,127.89,chickpea
39.1,143.84,12.6,24.89,37.26,9.2,264.01,mungbean
90.0,112.86,126.11,20.94,13.8,5.21,164.59,watermelon
97.18,34.47,101.96,36.66,79.25,3.99,102.7,mungbean
71.77,75.2,26.16,39.14,23.58,8.46,221.85,grapes
42.74,37.71,60.58,44.14,84.46,9.49,194.72,pigeonpeas
